Time,strategy,avg_rep_cw
26.75,Aggressive,6.345100496888291
26.75,Progressive,6.301726913592653
26.75,Conservative,7.2575201488335015
26.75,Opportunistic,6.601211629200345
26.75,Balanced,6.754114513116714
26.8,Conservative,7.258951307766428
26.8,Opportunistic,6.601242476099438
26.8,Progressive,6.3010004466978184
26.8,Balanced,6.754927612449504
26.8,Aggressive,6.345158608191791
26.85,Conservative,7.259493492248164
26.85,Opportunistic,6.598203486456254
26.85,Progressive,6.300043720049338
26.85,Aggressive,6.344336991486535
26.85,Balanced,6.7545710350792145
26.9,Conservative,7.260233664677985
26.9,Progressive,6.298697985612256
26.9,Opportunistic,6.598321096555553
26.9,Aggressive,6.342690480484925
26.9,Balanced,6.75397945002896
26.95,Progressive,6.2982310748720725
26.95,Balanced,6.753747650312971
26.95,Aggressive,6.341201953788885
26.95,Conservative,7.261827354077278
26.95,Opportunistic,6.598024506892855
27.0,Opportunistic,6.597667850531101
27.0,Aggressive,6.339778631078086
27.0,Balanced,6.753607284853236
27.0,Conservative,7.262042044962873
27.0,Progressive,6.297309443881149
27.05,Conservative,7.2622559870005166
27.05,Aggressive,6.338734236571151
27.05,Opportunistic,6.595630167272198
27.05,Progressive,6.296446554647347
27.05,Balanced,6.752675339364943
27.1,Conservative,7.263125372172047
27.1,Aggressive,6.33707916750801
27.1,Opportunistic,6.593048791313848
27.1,Progressive,6.294483975088374
27.1,Balanced,6.752834704510579
27.15,Aggressive,6.334448646174804
27.15,Conservative,7.264720206655587
27.15,Opportunistic,6.593159333379381
27.15,Progressive,6.295338825307735
27.15,Balanced,6.75237937156143
27.2,Aggressive,6.334930337930357
27.2,Opportunistic,6.5915885536869
27.2,Balanced,6.7513021004065
27.2,Conservative,7.265221873578165
27.2,Progressive,6.29419965538289
27.25,Balanced,6.75128921362073
27.25,Progressive,6.2919227809660425
27.25,Opportunistic,6.590374022986625
27.25,Conservative,7.265956992579854
27.25,Aggressive,6.333391595092621
27.3,Opportunistic,6.589727756199868
27.3,Conservative,7.2665708243963865
27.3,Aggressive,6.332819757255196
27.3,Balanced,6.750572466436003
27.3,Progressive,6.290456809711758
27.35,Opportunistic,6.587297521518593
27.35,Balanced,6.751173802718095
27.35,Aggressive,6.331917008384016
27.35,Progressive,6.289186221169525
27.35,Conservative,7.267592944828401
27.4,Conservative,7.267807036579143
27.4,Progressive,6.288266180885758
27.4,Aggressive,6.331172095626708
27.4,Opportunistic,6.5877286154770065
27.4,Balanced,6.749927359271695
27.45,Balanced,6.748909736771668
27.45,Aggressive,6.32935991654698
27.45,Conservative,7.268648037393605
27.45,Opportunistic,6.5849862577074445
27.45,Progressive,6.287406458159678
27.5,Aggressive,6.328521468200439
27.5,Balanced,6.749241636495074
27.5,Progressive,6.28724535738652
27.5,Conservative,7.270406604479848
27.5,Opportunistic,6.584516090786456
27.55,Balanced,6.749147307399258
27.55,Opportunistic,6.584867987398018
27.55,Progressive,6.2852044518618095
27.55,Conservative,7.272410435516595
27.55,Aggressive,6.327247085247795
27.6,Aggressive,6.324728000322875
27.6,Progressive,6.28251646660894
27.6,Balanced,6.750053521602427
27.6,Conservative,7.273443116808139
27.6,Opportunistic,6.5851165418135995
27.65,Aggressive,6.325044158902422
27.65,Conservative,7.275078775813495
27.65,Balanced,6.751337906444519
27.65,Progressive,6.2808876479413875
27.65,Opportunistic,6.582514449238327
27.7,Balanced,6.751840481345186
27.7,Aggressive,6.323916698159944
27.7,Opportunistic,6.582430834298717
27.7,Conservative,7.273606537048673
27.7,Progressive,6.280939266227083
27.75,Balanced,6.751642291032249
27.75,Opportunistic,6.581785135130654
27.75,Conservative,7.274680591145435
27.75,Progressive,6.27923647207918
27.75,Aggressive,6.322718261219249
27.8,Progressive,6.277929833111273
27.8,Balanced,6.7496344251279625
27.8,Opportunistic,6.58163798803371
27.8,Conservative,7.27484409002138
27.8,Aggressive,6.321155580199674
27.85,Progressive,6.276644981839661
27.85,Balanced,6.750051026158715
27.85,Opportunistic,6.580712974618713
27.85,Aggressive,6.3185016918610515
27.85,Conservative,7.275139758024098
27.9,Aggressive,6.317191339685602
27.9,Progressive,6.276321766154062
27.9,Balanced,6.750741838338184
27.9,Opportunistic,6.580143197498065
27.9,Conservative,7.275191057426367
27.95,Progressive,6.276642511550676
27.95,Opportunistic,6.579504054388923
27.95,Aggressive,6.31540964769315
27.95,Balanced,6.751542405559981
27.95,Conservative,7.276753197497916
28.0,Aggressive,6.3133686908690505
28.0,Conservative,7.2771217900381675
28.0,Opportunistic,6.579695113092948
28.0,Progressive,6.276305027501666
28.0,Balanced,6.751516307752337
28.05,Conservative,7.277965330339784
28.05,Balanced,6.751590145127791
28.05,Opportunistic,6.579759642659721
28.05,Progressive,6.275062078015795
28.05,Aggressive,6.312461614730415
28.1,Progressive,6.274551220696418
28.1,Balanced,6.751995195340834
28.1,Aggressive,6.311181517440055
28.1,Conservative,7.279110651660906
28.1,Opportunistic,6.579841002611765
28.15,Progressive,6.274799859850601
28.15,Balanced,6.749667731573986
28.15,Opportunistic,6.579841002611765
28.15,Conservative,7.278753232591567
28.15,Aggressive,6.311509160476283
28.2,Opportunistic,6.5791494370908055
28.2,Aggressive,6.310584580779639
28.2,Progressive,6.273265468048605
28.2,Conservative,7.279254560540818
28.2,Balanced,6.747193448916981
28.25,Opportunistic,6.578311351429752
28.25,Aggressive,6.310440919490417
28.25,Conservative,7.279593788256468
28.25,Balanced,6.746053029512301
28.25,Progressive,6.272343225341167
28.3,Progressive,6.27108508773446
28.3,Aggressive,6.308313487824707
28.3,Balanced,6.747596047431353
28.3,Conservative,7.280412202809839
28.3,Opportunistic,6.575904183224925
28.35,Progressive,6.2698923759419305
28.35,Opportunistic,6.576010102961978
28.35,Aggressive,6.308578325674348
28.35,Conservative,7.28063775660834
28.35,Balanced,6.746694769487479
28.4,Aggressive,6.308236171485705
28.4,Opportunistic,6.577454805432015
28.4,Conservative,7.280412787674837
28.4,Progressive,6.269392484630547
28.4,Balanced,6.7467489003729
28.45,Opportunistic,6.578104649957156
28.45,Conservative,7.281324705349752
28.45,Progressive,6.2682838415172375
28.45,Balanced,6.7465900903682865
28.45,Aggressive,6.307440146213747
28.5,Opportunistic,6.578220512842194
28.5,Conservative,7.280004840292082
28.5,Aggressive,6.307237840683272
28.5,Balanced,6.746664841918839
28.5,Progressive,6.267536946053798
28.55,Opportunistic,6.5780781457407045
28.55,Aggressive,6.30485100023581
28.55,Conservative,7.280097170254953
28.55,Balanced,6.7474843691430735
28.55,Progressive,6.264039680502486
28.6,Opportunistic,6.577751956114452
28.6,Aggressive,6.305604453647982
28.6,Progressive,6.262310381013236
28.6,Balanced,6.748131863300097
28.6,Conservative,7.280506545453965
28.65,Progressive,6.260945271832982
28.65,Balanced,6.748636139966773
28.65,Conservative,7.280721483373043
28.65,Aggressive,6.305827348658771
28.65,Opportunistic,6.578321347033676
28.7,Balanced,6.746465154360021
28.7,Conservative,7.2810234006534005
28.7,Aggressive,6.3054989807836925
28.7,Opportunistic,6.576989589204288
28.7,Progressive,6.259750385150341
28.75,Conservative,7.282252409744073
28.75,Balanced,6.746380012337852
28.75,Opportunistic,6.576844884244617
28.75,Progressive,6.257768254237338
28.75,Aggressive,6.305334641868276
28.8,Opportunistic,6.574045226134572
28.8,Balanced,6.744647491987395
28.8,Progressive,6.255890098780809
28.8,Conservative,7.282348946331277
28.8,Aggressive,6.304198749119897
28.85,Balanced,6.744766032860573
28.85,Conservative,7.2837828711392945
28.85,Opportunistic,6.573366651965101
28.85,Aggressive,6.302828584599763
28.85,Progressive,6.254402854800931
28.9,Aggressive,6.302662474916792
28.9,Opportunistic,6.5728551776066055
28.9,Balanced,6.744558448465048
28.9,Progressive,6.2548158556976565
28.9,Conservative,7.284243907691854
28.95,Aggressive,6.303332808006529
28.95,Opportunistic,6.572870084873659
28.95,Balanced,6.744719428787155
28.95,Progressive,6.254296782029241
28.95,Conservative,7.2851193225357465
29.0,Aggressive,6.3025276272433635
29.0,Conservative,7.285938032152933
29.0,Opportunistic,6.5725913771334366
29.0,Progressive,6.252572273125022
29.0,Balanced,6.742997518056195
29.05,Progressive,6.249300991365472
29.05,Conservative,7.2867692511853335
29.05,Aggressive,6.29914045707172
29.05,Opportunistic,6.573693096313799
29.05,Balanced,6.7428527793190955
29.1,Balanced,6.742009808306753
29.1,Conservative,7.286698084849769
29.1,Aggressive,6.29820704478418
29.1,Progressive,6.248291457840526
29.1,Opportunistic,6.571850896966606
29.15,Aggressive,6.297410417758534
29.15,Opportunistic,6.571715001387991
29.15,Balanced,6.740499133696031
29.15,Conservative,7.286064232189633
29.15,Progressive,6.248576361728331
29.2,Progressive,6.2453286856143375
29.2,Opportunistic,6.571420574951654
29.2,Conservative,7.286525751621506
29.2,Aggressive,6.296937091067605
29.2,Balanced,6.740566288973066
29.25,Aggressive,6.296765545747943
29.25,Balanced,6.740496017284807
29.25,Progressive,6.243936706456979
29.25,Opportunistic,6.570072734511309
29.25,Conservative,7.286960333720917
29.3,Progressive,6.243188939100408
29.3,Aggressive,6.297232767183824
29.3,Opportunistic,6.570138786880999
29.3,Conservative,7.2873696671257395
29.3,Balanced,6.740353477849574
29.35,Opportunistic,6.569678439667763
29.35,Balanced,6.739945575147724
29.35,Conservative,7.287022428609973
29.35,Progressive,6.243252032074807
29.35,Aggressive,6.295764776685135
29.4,Aggressive,6.293610388031735
29.4,Opportunistic,6.569374597952768
29.4,Balanced,6.741586666327285
29.4,Conservative,7.288505832632988
29.4,Progressive,6.243440325906638
29.45,Opportunistic,6.5684292075795145
29.45,Conservative,7.290063743370898
29.45,Progressive,6.24306445327854
29.45,Balanced,6.741217235447931
29.45,Aggressive,6.293259774303396
29.5,Aggressive,6.290190751909279
29.5,Progressive,6.241370753129145
29.5,Opportunistic,6.566483494654446
29.5,Conservative,7.290637255008801
29.5,Balanced,6.74059122231351
29.55,Conservative,7.290637255008801
29.55,Progressive,6.239868164677275
29.55,Balanced,6.740494690337448
29.55,Opportunistic,6.566157965191439
29.55,Aggressive,6.286254245051442
29.6,Conservative,7.291058218352316
29.6,Progressive,6.237511088321034
29.6,Aggressive,6.284753254226496
29.6,Opportunistic,6.5660107003547115
29.6,Balanced,6.738298680552082
29.65,Conservative,7.291765594012146
29.65,Opportunistic,6.565775665067095
29.65,Balanced,6.739858072835378
29.65,Aggressive,6.28482474273376
29.65,Progressive,6.23595322457162
29.7,Conservative,7.29210314049176
29.7,Aggressive,6.284705073501103
29.7,Balanced,6.738956554534338
29.7,Opportunistic,6.564838324166894
29.7,Progressive,6.23185120575666
29.75,Conservative,7.292236773741901
29.75,Opportunistic,6.5640563866687405
29.75,Aggressive,6.283583057215273
29.75,Balanced,6.738368836307222
29.75,Progressive,6.230347779997987
29.8,Balanced,6.736732851155031
29.8,Aggressive,6.282078173152966
29.8,Conservative,7.292097537436637
29.8,Opportunistic,6.563186591655257
29.8,Progressive,6.229425261696164
29.85,Balanced,6.73702064614254
29.85,Opportunistic,6.564031485026691
29.85,Progressive,6.228668539832282
29.85,Aggressive,6.280407734350756
29.85,Conservative,7.292834640151419
29.9,Conservative,7.293103053304206
29.9,Progressive,6.227683189821162
29.9,Balanced,6.735288484784549
29.9,Opportunistic,6.563918552678165
29.9,Aggressive,6.279822993051764
29.95,Progressive,6.227564559199162
29.95,Opportunistic,6.564342200835422
29.95,Conservative,7.293334986751873
29.95,Aggressive,6.278393112778726
29.95,Balanced,6.734508278879199
30.0,Conservative,7.294277588471959
30.0,Aggressive,6.277245603627378
30.0,Progressive,6.227027881638554
30.0,Balanced,6.733305926640959
30.0,Opportunistic,6.563981587382264
30.05,Progressive,6.224258266684174
30.05,Conservative,7.294687551278244
30.05,Opportunistic,6.563509165015297
30.05,Balanced,6.731348258165563
30.05,Aggressive,6.277476107308297
30.1,Progressive,6.223017235974363
30.1,Aggressive,6.277183554789701
30.1,Opportunistic,6.563721321211112
30.1,Balanced,6.731564101031957
30.1,Conservative,7.295191403499378
30.15,Aggressive,6.274182073677763
30.15,Balanced,6.732033779585555
30.15,Conservative,7.295396531704506
30.15,Opportunistic,6.563393423598488
30.15,Progressive,6.220097367087367
30.2,Balanced,6.731657644956816
30.2,Aggressive,6.273264905322917
30.2,Opportunistic,6.561586866193859
30.2,Progressive,6.220680855969944
30.2,Conservative,7.296625919682218
30.25,Conservative,7.296355463194425
30.25,Opportunistic,6.559865074597757
30.25,Balanced,6.731670828755068
30.25,Aggressive,6.270939300219728
30.25,Progressive,6.220699904751258
30.3,Opportunistic,6.560274488778129
30.3,Balanced,6.73271502610732
30.3,Conservative,7.297175388806996
30.3,Aggressive,6.270170300728524
30.3,Progressive,6.220352025762692
30.35,Conservative,7.297474158661993
30.35,Aggressive,6.268865611025019
30.35,Progressive,6.218817519811916
30.35,Opportunistic,6.558061188541425
30.35,Balanced,6.733782424874343
30.4,Progressive,6.219226479535838
30.4,Opportunistic,6.558564656914674
30.4,Conservative,7.299279137312278
30.4,Aggressive,6.269692879818372
30.4,Balanced,6.732298927659089
30.45,Conservative,7.300438934525789
30.45,Opportunistic,6.556480310607121
30.45,Progressive,6.217821484266678
30.45,Aggressive,6.270337946686441
30.45,Balanced,6.73070775694225
30.5,Balanced,6.7306420947455665
30.5,Conservative,7.299652755413723
30.5,Opportunistic,6.554679332382025
30.5,Aggressive,6.269590733917845
30.5,Progressive,6.218039383706104
30.55,Progressive,6.2188543404498855
30.55,Balanced,6.73289689495814
30.55,Opportunistic,6.5539843543582395
30.55,Aggressive,6.269680770668395
30.55,Conservative,7.2992226143349
30.6,Opportunistic,6.553837087772107
30.6,Aggressive,6.267397976938933
30.6,Progressive,6.218275712728898
30.6,Balanced,6.731781195551198
30.6,Conservative,7.300371181939203
30.65,Conservative,7.30087385280237
30.65,Progressive,6.216397012312966
30.65,Opportunistic,6.551498312207961
30.65,Aggressive,6.2661014816791765
30.65,Balanced,6.731409637666642
30.7,Opportunistic,6.549454193878179
30.7,Conservative,7.301341345428585
30.7,Progressive,6.215823843779683
30.7,Balanced,6.730863085033983
30.7,Aggressive,6.266591265445568
30.75,Balanced,6.729875353345432
30.75,Conservative,7.301067192244877
30.75,Progressive,6.213655906252696
30.75,Opportunistic,6.549454193878179
30.75,Aggressive,6.264786085704072
30.8,Aggressive,6.264009798883161
30.8,Progressive,6.211330300167762
30.8,Opportunistic,6.548426509984459
30.8,Conservative,7.301569387068487
30.8,Balanced,6.728351514835457
30.85,Progressive,6.209748261728094
30.85,Opportunistic,6.548532977523332
30.85,Balanced,6.7281667952794475
30.85,Conservative,7.302143326284498
30.85,Aggressive,6.262902847938073
30.9,Balanced,6.727807830523576
30.9,Aggressive,6.262971015192778
30.9,Conservative,7.302413858308361
30.9,Opportunistic,6.548012571745041
30.9,Progressive,6.208578018920223
30.95,Aggressive,6.260671333328905
30.95,Balanced,6.727077779619788
30.95,Opportunistic,6.548815421163295
30.95,Conservative,7.302026179251402
30.95,Progressive,6.207984840398833
31.0,Progressive,6.207276064140684
31.0,Balanced,6.726663705696318
31.0,Conservative,7.301955189625028
31.0,Aggressive,6.259864517567492
31.0,Opportunistic,6.548819643743253
31.05,Progressive,6.20656066567708
31.05,Opportunistic,6.547397092450929
31.05,Aggressive,6.25834355782136
31.05,Conservative,7.3029168964250175
31.05,Balanced,6.726416590675963
31.1,Aggressive,6.2578184742928
31.1,Opportunistic,6.548236447676279
31.1,Balanced,6.725526461073118
31.1,Progressive,6.2067902868022236
31.1,Conservative,7.302461229696631
31.15,Balanced,6.724749285037217
31.15,Opportunistic,6.547711109962336
31.15,Aggressive,6.25828496009252
31.15,Progressive,6.207021180360293
31.15,Conservative,7.303036406188016
31.2,Conservative,7.303459544082871
31.2,Balanced,6.7225965740475235
31.2,Aggressive,6.25675197747975
31.2,Opportunistic,6.546186506234352
31.2,Progressive,6.204638664179552
31.25,Conservative,7.304279554403631
31.25,Opportunistic,6.544670902217428
31.25,Aggressive,6.2571722245762755
31.25,Progressive,6.203370330143706
31.25,Balanced,6.721912214213182
31.3,Balanced,6.720879977526623
31.3,Progressive,6.203011396384403
31.3,Aggressive,6.256882506574874
31.3,Conservative,7.304689644658803
31.3,Opportunistic,6.544247676329144
31.35,Balanced,6.720740812837628
31.35,Progressive,6.201191254390824
31.35,Aggressive,6.256513449457317
31.35,Conservative,7.305568030236823
31.35,Opportunistic,6.543139418126765
31.4,Balanced,6.721176885689033
31.4,Progressive,6.199292505937965
31.4,Conservative,7.307128067802895
31.4,Aggressive,6.255553755221834
31.4,Opportunistic,6.54086592709528
31.45,Progressive,6.198121706840793
31.45,Aggressive,6.253078400285157
31.45,Opportunistic,6.54062532158535
31.45,Conservative,7.307949887198577
31.45,Balanced,6.72169871590268
31.5,Opportunistic,6.540519037155112
31.5,Aggressive,6.2530883935080634
31.5,Balanced,6.721588536457913
31.5,Progressive,6.196907267758835
31.5,Conservative,7.308185038206998
31.55,Opportunistic,6.540535229838627
31.55,Aggressive,6.25016077319466
31.55,Progressive,6.195893623880266
31.55,Balanced,6.722024374191413
31.55,Conservative,7.308243342190073
31.6,Aggressive,6.251001876566028
31.6,Balanced,6.720661308353776
31.6,Progressive,6.193468236179413
31.6,Conservative,7.308542806904272
31.6,Opportunistic,6.538297468473376
31.65,Progressive,6.193424744713081
31.65,Conservative,7.308805296313696
31.65,Balanced,6.719759102724024
31.65,Opportunistic,6.5383533835923
31.65,Aggressive,6.250822493584586
31.7,Progressive,6.191058090895952
31.7,Conservative,7.310161986783188
31.7,Balanced,6.718287640216801
31.7,Opportunistic,6.539296102603828
31.7,Aggressive,6.251052431501348
31.75,Conservative,7.31128469103721
31.75,Balanced,6.717437458705019
31.75,Aggressive,6.248865741077501
31.75,Progressive,6.188957374598459
31.75,Opportunistic,6.539582231819634
31.8,Aggressive,6.247100916978989
31.8,Progressive,6.189098636316329
31.8,Opportunistic,6.537971068972003
31.8,Conservative,7.311901088006475
31.8,Balanced,6.717331821110205
31.85,Progressive,6.187376480862821
31.85,Conservative,7.3127209730027944
31.85,Opportunistic,6.5363145134338225
31.85,Balanced,6.715847676248657
31.85,Aggressive,6.24656081103889
31.9,Balanced,6.715555270677335
31.9,Aggressive,6.2456342561857
31.9,Progressive,6.188012212198882
31.9,Conservative,7.31354056242608
31.9,Opportunistic,6.535892150790265
31.95,Progressive,6.186518336906422
31.95,Balanced,6.7163805274664
31.95,Opportunistic,6.537291473283908
31.95,Conservative,7.31275237279676
31.95,Aggressive,6.245030257929682
32.0,Opportunistic,6.538074261238949
32.0,Progressive,6.186049307668775
32.0,Balanced,6.716311581629759
32.0,Conservative,7.312365517399526
32.0,Aggressive,6.244720094971406
32.05,Opportunistic,6.537643930682935
32.05,Progressive,6.184464365433404
32.05,Conservative,7.312665399238403
32.05,Balanced,6.716339119153102
32.05,Aggressive,6.24271712747921
32.1,Aggressive,6.241997482499868
32.1,Opportunistic,6.536710010287687
32.1,Conservative,7.314780874020997
32.1,Balanced,6.716359353539744
32.1,Progressive,6.181232188521522
32.15,Conservative,7.3148469524382405
32.15,Aggressive,6.240545912134645
32.15,Opportunistic,6.535894347091404
32.15,Progressive,6.180824163166379
32.15,Balanced,6.716855445805104
32.2,Aggressive,6.238062002051423
32.2,Opportunistic,6.535345182628103
32.2,Conservative,7.315463264577206
32.2,Progressive,6.179234089493383
32.2,Balanced,6.715548878997041
32.25,Conservative,7.31685970483066
32.25,Progressive,6.1782569527079705
32.25,Aggressive,6.235240176146553
32.25,Balanced,6.7153365208744
32.25,Opportunistic,6.534758195638565
32.3,Balanced,6.714560405737721
32.3,Conservative,7.317324493209
32.3,Progressive,6.1774895386425674
32.3,Aggressive,6.2344233212569655
32.3,Opportunistic,6.535263632889159
32.35,Aggressive,6.234062876745992
32.35,Progressive,6.1761676052748555
32.35,Balanced,6.714245093199628
32.35,Conservative,7.318925572393761
32.35,Opportunistic,6.533131055472749
32.4,Opportunistic,6.533722420091782
32.4,Aggressive,6.233358421837224
32.4,Progressive,6.177388050009415
32.4,Balanced,6.715558022869156
32.4,Conservative,7.317503649973662
32.45,Progressive,6.1774318290504135
32.45,Opportunistic,6.5341922915473845
32.45,Conservative,7.317638899327045
32.45,Balanced,6.7150967683013105
32.45,Aggressive,6.233966841938807
32.5,Conservative,7.317421963289943
32.5,Opportunistic,6.534629124592247
32.5,Progressive,6.177649504081012
32.5,Balanced,6.7154255041324715
32.5,Aggressive,6.2336049713788295
32.55,Conservative,7.316266777318148
32.55,Opportunistic,6.535243931136526
32.55,Aggressive,6.2332474931386415
32.55,Balanced,6.717382675318424
32.55,Progressive,6.173645362181974
32.6,Opportunistic,6.53398551697934
32.6,Balanced,6.717231620167477
32.6,Conservative,7.317294485799596
32.6,Aggressive,6.2308553399683255
32.6,Progressive,6.1732697837367905
32.65,Balanced,6.71725773759521
32.65,Conservative,7.318005880557027
32.65,Progressive,6.173259692056024
32.65,Aggressive,6.229074637535282
32.65,Opportunistic,6.533840710650161
32.7,Progressive,6.170899122713757
32.7,Opportunistic,6.532871521145198
32.7,Balanced,6.717151999108021
32.7,Conservative,7.318756926531259
32.7,Aggressive,6.227515116330878
32.75,Progressive,6.169702893978009
32.75,Conservative,7.320484063848991
32.75,Opportunistic,6.533047036722206
32.75,Aggressive,6.227583230312841
32.75,Balanced,6.716337709172964
32.8,Aggressive,6.227597268317372
32.8,Balanced,6.716036373528224
32.8,Opportunistic,6.53223440706829
32.8,Progressive,6.168575415524513
32.8,Conservative,7.321922999285052
32.85,Balanced,6.716772643134895
32.85,Opportunistic,6.530340394474391
32.85,Aggressive,6.227058851644311
32.85,Conservative,7.323321112707989
32.85,Progressive,6.166990870716466
32.9,Conservative,7.3239373832117085
32.9,Aggressive,6.226067499886891
32.9,Balanced,6.716710998724845
32.9,Progressive,6.167139422959499
32.9,Opportunistic,6.528493196307404
32.95,Balanced,6.717280864915779
32.95,Aggressive,6.224931250950254
32.95,Progressive,6.167762551195927
32.95,Conservative,7.324143144528581
32.95,Opportunistic,6.526233256461245
33.0,Conservative,7.324446502647734
33.0,Aggressive,6.224174462817608
33.0,Balanced,6.717475890151286
33.0,Progressive,6.166544219032304
33.0,Opportunistic,6.524394021051026
33.05,Progressive,6.164994549479402
33.05,Balanced,6.717722999631105
33.05,Aggressive,6.2231567234802245
33.05,Conservative,7.326019176543383
33.05,Opportunistic,6.523984652741236
33.1,Balanced,6.717362155546816
33.1,Aggressive,6.221372601835586
33.1,Progressive,6.1640643649318445
33.1,Conservative,7.326209354055057
33.1,Opportunistic,6.525253651855195
33.15,Aggressive,6.222612418746945
33.15,Progressive,6.16429703128829
33.15,Balanced,6.715505105338124
33.15,Conservative,7.326397960934474
33.15,Opportunistic,6.524380291752929
33.2,Opportunistic,6.525103385377977
33.2,Balanced,6.7144655704563165
33.2,Aggressive,6.22148301881857
33.2,Conservative,7.326465320887452
33.2,Progressive,6.163890022853649
33.25,Balanced,6.715198990072908
33.25,Aggressive,6.220647394906836
33.25,Conservative,7.32663117252268
33.25,Opportunistic,6.525954287872854
33.25,Progressive,6.163674414186983
33.3,Conservative,7.32745350108487
33.3,Aggressive,6.219410083933481
33.3,Progressive,6.161884660504091
33.3,Opportunistic,6.525867372370977
33.3,Balanced,6.715445091885149
33.35,Balanced,6.715160264290025
33.35,Conservative,7.326496148356083
33.35,Opportunistic,6.525675526350925
33.35,Progressive,6.16289457394158
33.35,Aggressive,6.219864307938143
33.4,Progressive,6.161104140940187
33.4,Balanced,6.713698482612858
33.4,Aggressive,6.219736354972359
33.4,Opportunistic,6.52585583129663
33.4,Conservative,7.326550326049736
33.45,Conservative,7.326685599889592
33.45,Aggressive,6.219048293588036
33.45,Balanced,6.712172820575638
33.45,Progressive,6.1600623979519975
33.45,Opportunistic,6.5259191396627445
33.5,Aggressive,6.218852377633446
33.5,Balanced,6.712390875525486
33.5,Opportunistic,6.5246217883321105
33.5,Progressive,6.159448709816868
33.5,Conservative,7.32702780981879
33.55,Opportunistic,6.525510811960389
33.55,Progressive,6.158112512434181
33.55,Balanced,6.710212197059332
33.55,Conservative,7.327821086253509
33.55,Aggressive,6.218531849083503
33.6,Balanced,6.709922217460594
33.6,Conservative,7.329013727517219
33.6,Aggressive,6.217877566431224
33.6,Progressive,6.157292495363913
33.6,Opportunistic,6.523356948644012
33.65,Balanced,6.710113942031566
33.65,Conservative,7.330178321301382
33.65,Opportunistic,6.523830438795104
33.65,Progressive,6.1560851583263005
33.65,Aggressive,6.215926320425291
33.7,Progressive,6.154923891757386
33.7,Aggressive,6.213741419485851
33.7,Balanced,6.710126655748441
33.7,Opportunistic,6.522893773069161
33.7,Conservative,7.330808559425334
33.75,Progressive,6.154996535132339
33.75,Conservative,7.331357080048036
33.75,Aggressive,6.2141724567551035
33.75,Opportunistic,6.520353788170931
33.75,Balanced,6.710686417821488
33.8,Progressive,6.1539740180042575
33.8,Balanced,6.709964936207667
33.8,Conservative,7.332317441109259
33.8,Aggressive,6.21297260755186
33.8,Opportunistic,6.519604753903332
33.85,Balanced,6.708734317423863
33.85,Progressive,6.154011006954775
33.85,Conservative,7.331767247824547
33.85,Opportunistic,6.519495037028376
33.85,Aggressive,6.21297260755186
33.9,Balanced,6.707731444291319
33.9,Progressive,6.153630372028866
33.9,Conservative,7.3320263007097
33.9,Opportunistic,6.519548844533399
33.9,Aggressive,6.21157084185207
33.95,Progressive,6.1526636025445045
33.95,Opportunistic,6.518268843802164
33.95,Conservative,7.331392833511089
33.95,Balanced,6.7065754889121845
33.95,Aggressive,6.210086313927709
34.0,Progressive,6.150901844107625
34.0,Opportunistic,6.515883068841565
34.0,Conservative,7.331741119715022
34.0,Aggressive,6.210192347109894
34.0,Balanced,6.706026109684659
34.05,Balanced,6.705290922849562
34.05,Opportunistic,6.514911895757336
34.05,Conservative,7.3320411104757754
34.05,Aggressive,6.208566431929678
34.05,Progressive,6.152140856447533
34.1,Opportunistic,6.514186808703721
34.1,Conservative,7.332346645441705
34.1,Aggressive,6.207002629237904
34.1,Progressive,6.15167104144156
34.1,Balanced,6.703570171880654
34.15,Conservative,7.334364455301731
34.15,Aggressive,6.205658508538069
34.15,Opportunistic,6.513434395727659
34.15,Progressive,6.149032538525965
34.15,Balanced,6.7037284085799715
34.2,Aggressive,6.203224458068194
34.2,Opportunistic,6.512866571582217
34.2,Progressive,6.14884994392935
34.2,Conservative,7.335187460783963
34.2,Balanced,6.702470349914914
34.25,Opportunistic,6.51332719422791
34.25,Aggressive,6.20304018107716
34.25,Conservative,7.336189636002279
34.25,Progressive,6.148114742496147
34.25,Balanced,6.702656803977314
34.3,Balanced,6.703607054230322
34.3,Aggressive,6.203621695373375
34.3,Conservative,7.337014294103122
34.3,Progressive,6.147164476787237
34.3,Opportunistic,6.513401790414255
34.35,Progressive,6.146910682138009
34.35,Opportunistic,6.511818307489291
34.35,Aggressive,6.203865776687903
34.35,Balanced,6.701530545879275
34.35,Conservative,7.337315552583708
34.4,Conservative,7.33806934138028
34.4,Balanced,6.70150272524199
34.4,Progressive,6.1455714437907245
34.4,Aggressive,6.202927532449724
34.4,Opportunistic,6.510075850484161
34.45,Conservative,7.338893406247462
34.45,Aggressive,6.2025665643006676
34.45,Balanced,6.701342989075511
34.45,Progressive,6.144714090912177
34.45,Opportunistic,6.508593201239461
34.5,Opportunistic,6.507529120654395
34.5,Aggressive,6.201185501013747
34.5,Balanced,6.700440792368072
34.5,Conservative,7.34025157215436
34.5,Progressive,6.143372561441354
34.55,Conservative,7.341279365188434
34.55,Progressive,6.143983607269791
34.55,Aggressive,6.201373869273694
34.55,Opportunistic,6.507635087950644
34.55,Balanced,6.698126587760368
34.6,Aggressive,6.201280245947991
34.6,Conservative,7.342034263415107
34.6,Opportunistic,6.506774393062509
34.6,Balanced,6.698601021939385
34.6,Progressive,6.14320282651713
